imagen_id,estado_ojo,nivel_brillo,brillo_ref,ear_ref,brillo_oscura,brillo_mejorada,darkpct_mejorada,std_mejorada,nivel_ilum,psnr_vs_ref,ssim_vs_ref,psnr_vs_oscura,error_brillo_pct,ear_mejorada,ear_oscura,ear_error_mej_pct,ear_error_osc_pct,deteccion_ref,deteccion_mejorada,fps,flops
closed_eye_0341.jpg_face_2,cerrado,B5,123.898,0.108515,4.3864,40.4025,100.0,19.1722,CRITICA,8.3436,0.245154,16.3218,67.3905,nan,nan,nan,nan,1,0,7153.076,nan
closed_eye_0342.jpg_face_2,cerrado,B5,144.0439,0.047956,4.2458,42.4526,100.0,12.9102,CRITICA,7.3412,0.306952,16.3409,70.528,nan,nan,nan,nan,1,0,5549.39,nan
closed_eye_0344.jpg_face_2,cerrado,B5,81.6926,0.08469,4.4132,43.9701,100.0,9.7546,CRITICA,14.8817,0.632046,16.131,46.1761,0.151657,0.197776,79.0728,133.5293,1,1,5431.83,nan
closed_eye_0346.jpg_face_1,cerrado,B5,157.8397,0.087208,4.4886,44.5551,100.0,8.6388,CRITICA,6.6845,0.287975,16.0341,71.7719,nan,nan,nan,nan,1,0,3728.561,nan
closed_eye_0353.jpg_face_1,cerrado,B5,104.2997,0.052032,4.5061,44.0413,100.0,12.24,CRITICA,10.7279,0.485557,15.9389,57.7742,0.068707,0.181974,32.0478,249.7342,1,1,4906.772,nan
closed_eye_0360.jpg_face_1,cerrado,B5,80.6434,0.088965,4.413,41.8122,100.0,14.7532,CRITICA,13.8862,0.623715,16.3133,48.1517,0.103908,nan,16.7958,nan,1,1,3100.775,nan
closed_eye_0361.jpg_face_3,cerrado,B5,145.2973,0.051823,4.5246,43.5514,100.0,11.7501,CRITICA,7.1508,0.409168,15.9588,70.026,0.09711,nan,87.3875,nan,1,1,4329.005,nan
closed_eye_0365.jpg_face_2,cerrado,B5,93.1172,0.067712,4.4768,39.0309,100.0,20.0303,CRITICA,11.11,0.472792,16.5137,58.0842,0.105242,0.198596,55.4269,193.296,1,1,3612.717,nan
closed_eye_0372.jpg_face_5,cerrado,B5,129.3001,0.024208,4.3234,39.604,100.0,19.7927,CRITICA,7.8358,0.370938,16.3647,69.3705,0.028084,nan,16.014,nan,1,1,697.058,nan
closed_eye_0382.jpg_face_1,cerrado,B5,126.7899,0.035068,4.5696,41.6614,100.0,17.4054,CRITICA,8.1846,0.405163,16.1453,67.1414,0.043599,0.168931,24.3267,381.7206,1,1,3427.005,nan
closed_eye_0386.jpg_face_1,cerrado,B5,117.0555,0.173106,4.5106,38.159,100.0,22.4176,CRITICA,7.8307,0.361858,16.3146,67.4009,0.169607,nan,2.0217,nan,1,1,4228.33,nan
closed_eye_0402.jpg_face_1,cerrado,B5,149.4001,0.058494,4.6368,44.6187,100.0,9.6674,CRITICA,7.1197,0.282149,15.8053,70.1348,nan,nan,nan,nan,1,0,5892.752,nan
closed_eye_0406.jpg_face_1,cerrado,B5,145.7813,0.05546,4.3856,43.6131,100.0,10.5025,CRITICA,7.1634,0.311188,16.1422,70.0832,nan,nan,nan,nan,1,0,5913.66,nan
closed_eye_0411.jpg_face_1,cerrado,B5,163.701,0.039924,4.3679,44.0305,100.0,9.317,CRITICA,5.8285,0.347725,16.0108,73.1031,nan,nan,nan,nan,1,0,2949.852,nan
closed_eye_0421.jpg_face_1,cerrado,B5,161.4677,0.105119,4.6425,44.3166,100.0,13.3408,CRITICA,5.7916,0.395114,15.7149,72.5539,0.101215,nan,3.7138,nan,1,1,3498.95,nan
closed_eye_0423.jpg_face_1,cerrado,B5,173.5427,0.029733,4.442,44.6389,100.0,7.6979,CRITICA,5.6109,0.388413,16.073,74.2779,0.034577,nan,16.293,nan,1,1,1346.62,nan
closed_eye_0424.jpg_face_1,cerrado,B5,120.7839,0.054862,4.3,41.5295,100.0,15.8262,CRITICA,8.8546,0.407838,16.3331,65.6167,nan,nan,nan,nan,1,0,2310.536,nan
closed_eye_0427.jpg_face_1,cerrado,B5,140.063,0.024017,4.3664,42.9029,100.0,12.1665,CRITICA,7.1868,0.408369,16.1322,69.3688,0.066257,nan,175.8755,nan,1,1,2318.572,nan
closed_eye_0441.jpg_face_1,cerrado,B5,138.4336,0.038961,4.2732,42.3761,100.0,13.1705,CRITICA,7.5068,0.317811,16.3674,69.3888,0.093317,nan,139.513,nan,1,1,4732.608,nan
closed_eye_0460.jpg_face_1,cerrado,B5,105.4238,0.197631,4.4916,41.2287,100.0,18.3194,CRITICA,9.7402,0.414893,16.1344,60.8924,0.159234,0.208749,19.4285,5.6259,1,1,3354.579,nan
closed_eye_0464.jpg_face_1,cerrado,B5,59.5533,0.151623,4.488,30.5968,99.9291,30.4324,CRITICA,14.5301,0.525976,16.9483,48.6228,0.19407,0.223414,27.9948,47.3482,1,1,2746.498,nan
closed_eye_0466.jpg_face_1,cerrado,B5,169.8196,0.022594,4.5435,45.1277,100.0,8.7792,CRITICA,5.716,0.365326,15.8282,73.4261,0.031134,nan,37.7969,nan,1,1,4198.153,nan
