imagen_id,estado_ojo,nivel_brillo,brillo_ref,ear_ref,brillo_oscura,brillo_mejorada,darkpct_mejorada,std_mejorada,nivel_ilum,psnr_vs_ref,ssim_vs_ref,psnr_vs_oscura,error_brillo_pct,ear_mejorada,ear_oscura,ear_error_mej_pct,ear_error_osc_pct,deteccion_ref,deteccion_mejorada,fps,flops
closed_eye_0105.jpg_face_2,cerrado,B5,84.8034,0.07693,4.4653,15.0002,100.0,3.9121,CRITICA,10.8216,0.262995,27.2567,82.3118,0.156347,nan,103.2323,nan,1,1,2158.429,nan
closed_eye_0139.jpg_face_1,cerrado,B5,124.8511,0.065564,4.3403,24.7426,100.0,5.2795,CRITICA,6.6667,0.100315,21.7092,80.1823,0.080836,nan,23.2924,nan,1,1,6230.53,nan
closed_eye_0142.jpg_face_1,cerrado,B5,137.3445,0.039781,4.5626,17.4881,100.0,6.1135,CRITICA,5.4729,0.109042,25.4702,87.267,0.073546,0.149974,84.8765,276.997,1,1,1136.751,nan
closed_eye_0151.jpg_face_1,cerrado,B5,81.4116,0.052451,4.5377,16.9475,100.0,4.9346,CRITICA,10.7187,0.28226,25.9589,79.1829,0.098774,nan,88.3142,nan,1,1,1973.165,nan
closed_eye_0151.jpg_face_2,cerrado,B5,92.7773,0.038325,4.5637,15.9621,100.0,4.1355,CRITICA,9.4971,0.229365,26.5764,82.7953,0.131647,0.199886,243.5013,421.5567,1,1,1665.279,nan
closed_eye_0161.jpg_face_1,cerrado,B5,77.1857,0.086532,4.4663,19.3191,100.0,8.7304,CRITICA,9.9078,0.335467,24.1077,74.9706,0.147128,0.241197,70.0283,178.738,1,1,690.083,nan
closed_eye_0162.jpg_face_1,cerrado,B5,170.1527,0.03802,4.5282,17.1004,100.0,4.7975,CRITICA,3.7543,0.104225,25.7001,89.95,0.07807,0.212289,105.3406,458.3662,1,1,2714.441,nan
closed_eye_0165.jpg_face_2,cerrado,B5,127.1762,0.092497,4.4297,17.4393,100.0,4.6897,CRITICA,6.4487,0.183505,25.6714,86.2873,0.185532,0.193373,100.5825,109.0599,1,1,1816.86,nan
closed_eye_0168.jpg_face_1,cerrado,B5,78.4385,0.063652,4.4891,18.2781,100.0,6.1407,CRITICA,11.0277,0.353822,25.0523,76.6976,0.085944,0.160087,35.0217,151.5033,1,1,1543.448,nan
closed_eye_0171.jpg_face_1,cerrado,B5,153.9087,0.032013,4.3588,17.2509,100.0,4.4704,CRITICA,5.052,0.110641,25.6196,88.7915,0.155948,nan,387.1419,nan,1,1,2730.748,nan
closed_eye_0178.jpg_face_1,cerrado,B5,104.2226,0.135862,4.3444,17.5443,100.0,5.9848,CRITICA,8.5116,0.237305,25.3211,83.1665,0.159326,nan,17.2701,nan,1,1,3264.773,nan
closed_eye_0183.jpg_face_1,cerrado,B5,77.5475,0.041944,4.4831,19.0422,100.0,5.4606,CRITICA,10.9944,0.246061,24.5682,75.4444,0.120881,0.190759,188.1938,354.79,1,1,4967.71,nan
closed_eye_0185.jpg_face_1,cerrado,B5,115.3764,0.027319,4.5548,16.6155,100.0,5.9204,CRITICA,6.737,0.148767,26.1961,85.5989,0.054829,0.184739,100.6984,576.2253,1,1,2144.542,nan
closed_eye_0189.jpg_face_1,cerrado,B5,141.9917,0.1466,4.4721,16.6366,100.0,5.3492,CRITICA,4.9544,0.137663,26.1686,88.2834,0.205894,nan,40.4463,nan,1,1,2783.964,nan
closed_eye_0191.jpg_face_1,cerrado,B5,126.7679,0.094616,4.4954,15.9191,100.0,3.7653,CRITICA,6.8381,0.19036,26.6188,87.4423,0.21042,nan,122.394,nan,1,1,608.347,nan
closed_eye_0192.jpg_face_1,cerrado,B5,93.2502,0.061993,4.5649,17.1047,100.0,4.7231,CRITICA,9.398,0.333371,25.8205,81.6572,0.132675,0.178283,114.0158,187.5843,1,1,651.593,nan
closed_eye_0195.jpg_face_1,cerrado,B5,101.2213,0.071417,4.4245,15.4663,100.0,4.0462,CRITICA,9.1643,0.253331,27.0756,84.7203,0.086233,nan,20.7461,nan,1,1,1569.12,nan
closed_eye_0209.jpg_face_1,cerrado,B5,187.6045,0.068434,4.5001,16.8114,100.0,4.5841,CRITICA,2.9842,0.128697,26.0062,91.0389,0.088486,nan,29.3015,nan,1,1,835.213,nan
closed_eye_0212.jpg_face_1,cerrado,B5,155.0625,0.02427,4.2594,17.3681,100.0,4.7201,CRITICA,4.6437,0.145801,25.668,88.7993,0.098382,nan,305.3597,nan,1,1,1870.557,nan
closed_eye_0228.jpg_face_2,cerrado,B5,140.9694,0.05744,4.3818,17.4181,100.0,4.7206,CRITICA,5.4528,0.110188,25.496,87.644,0.159253,0.207139,177.249,260.615,1,1,2753.304,nan
closed_eye_0238.jpg_face_2,cerrado,B5,123.6293,0.057296,4.4794,15.4822,100.0,3.6186,CRITICA,7.1183,0.173245,26.9673,87.4769,0.14248,nan,148.6742,nan,1,1,1917.913,nan
closed_eye_0241.jpg_face_1,cerrado,B5,128.7318,0.078336,4.5607,13.7733,100.0,2.7066,CRITICA,6.668,0.145282,28.35,89.3008,nan,nan,nan,nan,1,0,1988.862,nan
closed_eye_0243.jpg_face_1,cerrado,B5,126.6932,0.087037,4.3383,15.6795,100.0,3.7723,CRITICA,6.5959,0.139035,26.8603,87.6241,0.16386,nan,88.2653,nan,1,1,2820.874,nan
closed_eye_0243.jpg_face_2,cerrado,B5,128.6769,0.065808,4.3892,15.7918,100.0,3.8326,CRITICA,6.5951,0.141223,26.7506,87.7276,0.178409,nan,171.1046,nan,1,1,3661.662,nan
closed_eye_0248.jpg_face_1,cerrado,B5,117.0341,0.088974,4.4266,18.2522,100.0,7.6885,CRITICA,6.4286,0.315783,24.8339,84.4044,0.167012,0.194348,87.7074,118.4309,1,1,679.995,nan
closed_eye_0249.JPG_face_1,cerrado,B5,129.7765,0.081528,4.522,21.9547,100.0,4.8158,CRITICA,6.2305,0.126627,23.1368,83.0827,0.188606,nan,131.3396,nan,1,1,4807.693,nan
closed_eye_0251.jpg_face_1,cerrado,B5,132.4035,0.114122,4.4007,17.0404,100.0,4.4573,CRITICA,6.2582,0.150728,25.8702,87.13,0.095108,0.1586,16.6611,38.9739,1,1,1263.264,nan
closed_eye_0260.jpg_face_1,cerrado,B5,204.5392,0.037491,4.401,16.2961,100.0,4.2017,CRITICA,2.4187,0.086421,26.2555,92.0328,0.137278,nan,266.1618,nan,1,1,1744.896,nan
closed_eye_0261.jpg_face_1,cerrado,B5,170.5944,0.037971,4.4316,16.0576,100.0,4.3323,CRITICA,4.1659,0.097498,26.4365,90.5873,0.077865,0.209702,105.0629,452.266,1,1,1528.585,nan
closed_eye_0271.jpg_face_1,cerrado,B5,201.4902,0.046168,4.3802,15.5897,100.0,3.2062,CRITICA,2.5749,0.134559,26.908,92.2628,0.140441,nan,204.1936,nan,1,1,754.888,nan
closed_eye_0272.jpg_face_1,cerrado,B5,196.8279,0.068621,4.3827,14.88,100.0,3.5756,CRITICA,2.7989,0.139187,27.3434,92.4401,nan,nan,nan,nan,1,0,449.337,nan
closed_eye_0282.jpg_face_1,cerrado,B5,170.0237,0.098176,4.3395,16.4335,100.0,4.598,CRITICA,3.8315,0.160075,26.1514,90.3346,0.131466,nan,33.9078,nan,1,1,640.164,nan
closed_eye_0288.jpg_face_1,cerrado,B5,157.2491,0.025711,4.4028,16.8256,100.0,5.5137,CRITICA,4.1895,0.190889,25.8856,89.3001,0.045217,nan,75.8622,nan,1,1,660.633,nan
closed_eye_0296.jpg_face_3,cerrado,B5,154.2362,0.06445,4.319,16.8667,100.0,3.8701,CRITICA,4.7522,0.087973,25.8873,89.0644,0.189731,nan,194.3852,nan,1,1,4710.316,nan
closed_eye_0312.jpg_face_2,cerrado,B5,136.6702,0.057643,4.3748,18.6611,100.0,6.2454,CRITICA,5.7693,0.212363,24.6845,86.3459,0.084155,0.167254,45.993,190.1526,1,1,792.833,nan
closed_eye_0334.BMP_face_1,cerrado,B5,143.2184,0.080599,4.4568,16.9584,100.0,7.0809,CRITICA,4.4037,0.198717,25.7087,88.159,0.109697,0.205163,36.1025,154.549,1,1,828.706,nan
closed_eye_0335.jpg_face_1,cerrado,B5,166.9147,0.137731,4.3451,19.568,100.0,5.5444,CRITICA,3.8785,0.077076,24.1751,88.2766,0.236303,nan,71.569,nan,1,1,3104.626,nan
closed_eye_0341.jpg_face_2,cerrado,B5,123.898,0.108515,4.3864,23.253,100.0,4.3699,CRITICA,6.595,0.119969,22.4879,81.2321,0.211986,nan,95.3521,nan,1,1,5564.83,nan
closed_eye_0342.jpg_face_2,cerrado,B5,144.0439,0.047956,4.2458,15.3016,100.0,4.2031,CRITICA,5.4068,0.11314,27.0765,89.3772,nan,nan,nan,nan,1,0,2038.736,nan
closed_eye_0344.jpg_face_2,cerrado,B5,81.6926,0.08469,4.4132,15.0127,100.0,4.6527,CRITICA,10.7988,0.265739,27.3646,81.6229,0.179609,0.197776,112.0771,133.5293,1,1,2787.068,nan
closed_eye_0346.jpg_face_1,cerrado,B5,157.8397,0.087208,4.4886,14.4012,100.0,3.46,CRITICA,4.711,0.089612,27.9183,90.8761,0.173979,nan,99.4995,nan,1,1,4299.226,nan
closed_eye_0353.jpg_face_1,cerrado,B5,104.2997,0.052032,4.5061,16.3097,100.0,6.1374,CRITICA,8.0543,0.177316,26.3144,84.3626,0.07363,0.181974,41.51,249.7342,1,1,1994.018,nan
closed_eye_0360.jpg_face_1,cerrado,B5,80.6434,0.088965,4.413,17.2507,100.0,5.8121,CRITICA,10.5005,0.382858,25.562,78.6087,0.128764,nan,44.7349,nan,1,1,924.984,nan
closed_eye_0361.jpg_face_3,cerrado,B5,145.2973,0.051823,4.5246,15.816,100.0,3.9019,CRITICA,5.1642,0.178056,26.7422,89.1147,0.181926,nan,251.0527,nan,1,1,1427.959,nan
closed_eye_0365.jpg_face_2,cerrado,B5,93.1172,0.067712,4.4768,18.8938,100.0,7.4539,CRITICA,8.6998,0.30001,24.5318,79.7097,0.111349,0.198596,64.446,193.296,1,1,985.125,nan
closed_eye_0372.jpg_face_5,cerrado,B5,129.3001,0.024208,4.3234,17.0747,100.0,5.8664,CRITICA,5.9152,0.262745,25.7101,86.7945,0.093656,nan,286.8847,nan,1,1,205.702,nan
closed_eye_0382.jpg_face_1,cerrado,B5,126.7899,0.035068,4.5696,16.9515,100.0,5.3689,CRITICA,6.0989,0.213333,25.9696,86.6303,0.074988,0.168931,113.835,381.7206,1,1,835.841,nan
closed_eye_0386.jpg_face_1,cerrado,B5,117.0555,0.173106,4.5106,17.6674,100.0,7.6587,CRITICA,5.9443,0.188698,25.2084,84.9068,nan,nan,nan,nan,1,0,955.84,nan
closed_eye_0402.jpg_face_1,cerrado,B5,149.4001,0.058494,4.6368,16.1681,100.0,3.5851,CRITICA,5.1017,0.083334,26.4212,89.178,0.20895,nan,257.2181,nan,1,1,5411.256,nan
closed_eye_0406.jpg_face_1,cerrado,B5,145.7813,0.05546,4.3856,18.5013,100.0,5.0431,CRITICA,5.4181,0.118125,24.819,87.3089,nan,nan,nan,nan,1,0,3226.847,nan
closed_eye_0411.jpg_face_1,cerrado,B5,163.701,0.039924,4.3679,16.0433,100.0,3.9281,CRITICA,4.134,0.128163,26.4657,90.1996,0.180303,nan,351.6111,nan,1,1,621.813,nan
closed_eye_0421.jpg_face_1,cerrado,B5,161.4677,0.105119,4.6425,16.9299,100.0,4.8096,CRITICA,4.0336,0.163979,26.0066,89.515,0.125733,nan,19.6107,nan,1,1,863.632,nan
closed_eye_0423.jpg_face_1,cerrado,B5,173.5427,0.029733,4.442,16.5926,100.0,3.6579,CRITICA,3.9826,0.157088,26.1788,90.4389,0.109709,nan,268.9841,nan,1,1,566.508,nan
closed_eye_0424.jpg_face_1,cerrado,B5,120.7839,0.054862,4.3,18.458,100.0,5.7563,CRITICA,6.8531,0.215946,24.8647,84.7181,nan,nan,nan,nan,1,0,807.168,nan
closed_eye_0427.jpg_face_1,cerrado,B5,140.063,0.024017,4.3664,17.0369,100.0,4.9915,CRITICA,5.3489,0.202142,25.703,87.8362,0.10846,nan,351.5999,nan,1,1,762.021,nan
closed_eye_0441.jpg_face_1,cerrado,B5,138.4336,0.038961,4.2732,17.3316,100.0,5.0747,CRITICA,5.6876,0.132234,25.6173,87.4802,0.085177,nan,118.6208,nan,1,1,2147.305,nan
closed_eye_0460.jpg_face_1,cerrado,B5,105.4238,0.197631,4.4916,17.8827,100.0,7.7275,CRITICA,7.5184,0.257705,25.0776,83.0373,0.233401,0.208749,18.0996,5.6259,1,1,896.861,nan
closed_eye_0464.jpg_face_1,cerrado,B5,59.5533,0.151623,4.488,17.1493,100.0,11.2909,CRITICA,11.3005,0.491789,25.1688,71.2034,0.191546,0.223414,26.3299,47.3482,1,1,750.638,nan
